,rx_theta,E,p
0,0.0,1.0,0.0
1,0.0,1.0,0.1111111111111111
2,0.0,1.0,0.2222222222222222
3,0.0,1.0,0.3333333333333333
4,0.0,1.0,0.4444444444444444
5,0.0,1.0,0.5555555555555556
6,0.0,1.0,0.6666666666666666
7,0.0,1.0,0.7777777777777777
8,0.0,1.0,0.8888888888888888
9,0.0,1.0,1.0
10,0.3490658503988659,0.9697265625,0.0
11,0.3490658503988659,0.9072265625,0.1111111111111111
12,0.3490658503988659,0.8505859375,0.2222222222222222
13,0.3490658503988659,0.810546875,0.3333333333333333
14,0.3490658503988659,0.76953125,0.4444444444444444
15,0.3490658503988659,0.7041015625,0.5555555555555556
16,0.3490658503988659,0.6708984375,0.6666666666666666
17,0.3490658503988659,0.583984375,0.7777777777777777
18,0.3490658503988659,0.5673828125,0.8888888888888888
19,0.3490658503988659,0.5107421875,1.0
20,0.6981317007977318,0.87890625,0.0
21,0.6981317007977318,0.8447265625,0.1111111111111111
22,0.6981317007977318,0.806640625,0.2222222222222222
23,0.6981317007977318,0.755859375,0.3333333333333333
24,0.6981317007977318,0.732421875,0.4444444444444444
25,0.6981317007977318,0.6728515625,0.5555555555555556
26,0.6981317007977318,0.634765625,0.6666666666666666
27,0.6981317007977318,0.5859375,0.7777777777777777
28,0.6981317007977318,0.568359375,0.8888888888888888
29,0.6981317007977318,0.5068359375,1.0
30,1.0471975511965976,0.7421875,0.0
31,1.0471975511965976,0.740234375,0.1111111111111111
32,1.0471975511965976,0.67578125,0.2222222222222222
33,1.0471975511965976,0.669921875,0.3333333333333333
34,1.0471975511965976,0.6552734375,0.4444444444444444
35,1.0471975511965976,0.5888671875,0.5555555555555556
36,1.0471975511965976,0.576171875,0.6666666666666666
37,1.0471975511965976,0.529296875,0.7777777777777777
38,1.0471975511965976,0.5107421875,0.8888888888888888
39,1.0471975511965976,0.484375,1.0
40,1.3962634015954636,0.5810546875,0.0
41,1.3962634015954636,0.587890625,0.1111111111111111
42,1.3962634015954636,0.5625,0.2222222222222222
43,1.3962634015954636,0.5546875,0.3333333333333333
44,1.3962634015954636,0.556640625,0.4444444444444444
45,1.3962634015954636,0.525390625,0.5555555555555556
46,1.3962634015954636,0.5224609375,0.6666666666666666
47,1.3962634015954636,0.5595703125,0.7777777777777777
48,1.3962634015954636,0.5166015625,0.8888888888888888
49,1.3962634015954636,0.513671875,1.0
50,1.7453292519943295,0.4306640625,0.0
51,1.7453292519943295,0.4150390625,0.1111111111111111
52,1.7453292519943295,0.4501953125,0.2222222222222222
53,1.7453292519943295,0.4169921875,0.3333333333333333
54,1.7453292519943295,0.4521484375,0.4444444444444444
55,1.7453292519943295,0.439453125,0.5555555555555556
56,1.7453292519943295,0.451171875,0.6666666666666666
57,1.7453292519943295,0.4794921875,0.7777777777777777
58,1.7453292519943295,0.4990234375,0.8888888888888888
59,1.7453292519943295,0.4814453125,1.0
60,2.0943951023931953,0.2470703125,0.0
61,2.0943951023931953,0.27734375,0.1111111111111111
62,2.0943951023931953,0.2783203125,0.2222222222222222
63,2.0943951023931953,0.326171875,0.3333333333333333
64,2.0943951023931953,0.3583984375,0.4444444444444444
65,2.0943951023931953,0.3935546875,0.5555555555555556
66,2.0943951023931953,0.4287109375,0.6666666666666666
67,2.0943951023931953,0.453125,0.7777777777777777
68,2.0943951023931953,0.4833984375,0.8888888888888888
69,2.0943951023931953,0.498046875,1.0
70,2.443460952792061,0.1220703125,0.0
71,2.443460952792061,0.173828125,0.1111111111111111
72,2.443460952792061,0.2109375,0.2222222222222222
73,2.443460952792061,0.265625,0.3333333333333333
74,2.443460952792061,0.2646484375,0.4444444444444444
75,2.443460952792061,0.3408203125,0.5555555555555556
76,2.443460952792061,0.349609375,0.6666666666666666
77,2.443460952792061,0.3935546875,0.7777777777777777
78,2.443460952792061,0.45703125,0.8888888888888888
79,2.443460952792061,0.5185546875,1.0
80,2.792526803190927,0.03515625,0.0
81,2.792526803190927,0.0859375,0.1111111111111111
82,2.792526803190927,0.1484375,0.2222222222222222
83,2.792526803190927,0.2197265625,0.3333333333333333
84,2.792526803190927,0.2392578125,0.4444444444444444
85,2.792526803190927,0.3056640625,0.5555555555555556
86,2.792526803190927,0.3544921875,0.6666666666666666
87,2.792526803190927,0.3837890625,0.7777777777777777
88,2.792526803190927,0.4619140625,0.8888888888888888
89,2.792526803190927,0.5166015625,1.0
90,3.141592653589793,0.0,0.0
91,3.141592653589793,0.0517578125,0.1111111111111111
92,3.141592653589793,0.1181640625,0.2222222222222222
93,3.141592653589793,0.1552734375,0.3333333333333333
94,3.141592653589793,0.2197265625,0.4444444444444444
95,3.141592653589793,0.2763671875,0.5555555555555556
96,3.141592653589793,0.3623046875,0.6666666666666666
97,3.141592653589793,0.38671875,0.7777777777777777
98,3.141592653589793,0.4287109375,0.8888888888888888
99,3.141592653589793,0.4755859375,1.0
