,rx_theta,E,p
0,0.0,1.0,0.0
1,0.0,1.0,0.1111111111111111
2,0.0,1.0,0.2222222222222222
3,0.0,1.0,0.3333333333333333
4,0.0,1.0,0.4444444444444444
5,0.0,1.0,0.5555555555555556
6,0.0,1.0,0.6666666666666666
7,0.0,1.0,0.7777777777777777
8,0.0,1.0,0.8888888888888888
9,0.0,1.0,1.0
10,0.3490658503988659,0.966796875,0.0
11,0.3490658503988659,0.9169921875,0.1111111111111111
12,0.3490658503988659,0.876953125,0.2222222222222222
13,0.3490658503988659,0.7958984375,0.3333333333333333
14,0.3490658503988659,0.7568359375,0.4444444444444444
15,0.3490658503988659,0.7236328125,0.5555555555555556
16,0.3490658503988659,0.654296875,0.6666666666666666
17,0.3490658503988659,0.6103515625,0.7777777777777777
18,0.3490658503988659,0.515625,0.8888888888888888
19,0.3490658503988659,0.50390625,1.0
20,0.6981317007977318,0.8828125,0.0
21,0.6981317007977318,0.8671875,0.1111111111111111
22,0.6981317007977318,0.7978515625,0.2222222222222222
23,0.6981317007977318,0.7587890625,0.3333333333333333
24,0.6981317007977318,0.7041015625,0.4444444444444444
25,0.6981317007977318,0.6630859375,0.5555555555555556
26,0.6981317007977318,0.6083984375,0.6666666666666666
27,0.6981317007977318,0.6005859375,0.7777777777777777
28,0.6981317007977318,0.576171875,0.8888888888888888
29,0.6981317007977318,0.4951171875,1.0
30,1.0471975511965976,0.7578125,0.0
31,1.0471975511965976,0.71484375,0.1111111111111111
32,1.0471975511965976,0.6767578125,0.2222222222222222
33,1.0471975511965976,0.65625,0.3333333333333333
34,1.0471975511965976,0.6103515625,0.4444444444444444
35,1.0471975511965976,0.6015625,0.5555555555555556
36,1.0471975511965976,0.5859375,0.6666666666666666
37,1.0471975511965976,0.576171875,0.7777777777777777
38,1.0471975511965976,0.5595703125,0.8888888888888888
39,1.0471975511965976,0.48828125,1.0
40,1.3962634015954636,0.6025390625,0.0
41,1.3962634015954636,0.576171875,0.1111111111111111
42,1.3962634015954636,0.5390625,0.2222222222222222
43,1.3962634015954636,0.5439453125,0.3333333333333333
44,1.3962634015954636,0.5302734375,0.4444444444444444
45,1.3962634015954636,0.544921875,0.5555555555555556
46,1.3962634015954636,0.5166015625,0.6666666666666666
47,1.3962634015954636,0.5380859375,0.7777777777777777
48,1.3962634015954636,0.5341796875,0.8888888888888888
49,1.3962634015954636,0.4990234375,1.0
50,1.7453292519943295,0.3828125,0.0
51,1.7453292519943295,0.4169921875,0.1111111111111111
52,1.7453292519943295,0.4658203125,0.2222222222222222
53,1.7453292519943295,0.466796875,0.3333333333333333
54,1.7453292519943295,0.4326171875,0.4444444444444444
55,1.7453292519943295,0.486328125,0.5555555555555556
56,1.7453292519943295,0.466796875,0.6666666666666666
57,1.7453292519943295,0.470703125,0.7777777777777777
58,1.7453292519943295,0.4580078125,0.8888888888888888
59,1.7453292519943295,0.4892578125,1.0
60,2.0943951023931953,0.2470703125,0.0
61,2.0943951023931953,0.28515625,0.1111111111111111
62,2.0943951023931953,0.3212890625,0.2222222222222222
63,2.0943951023931953,0.3212890625,0.3333333333333333
64,2.0943951023931953,0.388671875,0.4444444444444444
65,2.0943951023931953,0.39453125,0.5555555555555556
66,2.0943951023931953,0.4228515625,0.6666666666666666
67,2.0943951023931953,0.453125,0.7777777777777777
68,2.0943951023931953,0.48828125,0.8888888888888888
69,2.0943951023931953,0.4716796875,1.0
70,2.443460952792061,0.095703125,0.0
71,2.443460952792061,0.1435546875,0.1111111111111111
72,2.443460952792061,0.1865234375,0.2222222222222222
73,2.443460952792061,0.25390625,0.3333333333333333
74,2.443460952792061,0.298828125,0.4444444444444444
75,2.443460952792061,0.32421875,0.5555555555555556
76,2.443460952792061,0.3720703125,0.6666666666666666
77,2.443460952792061,0.439453125,0.7777777777777777
78,2.443460952792061,0.4560546875,0.8888888888888888
79,2.443460952792061,0.509765625,1.0
80,2.792526803190927,0.033203125,0.0
81,2.792526803190927,0.0849609375,0.1111111111111111
82,2.792526803190927,0.1484375,0.2222222222222222
83,2.792526803190927,0.1923828125,0.3333333333333333
84,2.792526803190927,0.234375,0.4444444444444444
85,2.792526803190927,0.275390625,0.5555555555555556
86,2.792526803190927,0.34765625,0.6666666666666666
87,2.792526803190927,0.384765625,0.7777777777777777
88,2.792526803190927,0.4716796875,0.8888888888888888
89,2.792526803190927,0.505859375,1.0
90,3.141592653589793,0.0,0.0
91,3.141592653589793,0.052734375,0.1111111111111111
92,3.141592653589793,0.1064453125,0.2222222222222222
93,3.141592653589793,0.1748046875,0.3333333333333333
94,3.141592653589793,0.22265625,0.4444444444444444
95,3.141592653589793,0.291015625,0.5555555555555556
96,3.141592653589793,0.341796875,0.6666666666666666
97,3.141592653589793,0.4013671875,0.7777777777777777
98,3.141592653589793,0.466796875,0.8888888888888888
99,3.141592653589793,0.4853515625,1.0
