,E,depol_prob,lam,p0_0,p0_1,p1_0,p1_1,phi,population,t1,t2,theta
52,0.94921875,0.5,0.0,0.94,0.030000000000000027,0.06000000000000005,0.97,0.0,0.0,93206.0,38835.833333333336,0.0
53,0.94921875,1.0,0.0,0.94,0.030000000000000027,0.06000000000000005,0.97,0.0,0.0,93206.0,38835.833333333336,0.0
54,0.9384765625,0.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,64845.0,16211.25,0.0
55,0.943359375,0.5,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,64845.0,16211.25,0.0
56,0.9501953125,1.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,64845.0,16211.25,0.0
57,0.921875,0.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,64845.0,21615.0,0.0
58,0.953125,0.5,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,64845.0,21615.0,0.0
59,0.931640625,1.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,64845.0,21615.0,0.0
60,0.939453125,0.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,64845.0,27018.75,0.0
61,0.9365234375,0.5,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,64845.0,27018.75,0.0
62,0.935546875,1.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,64845.0,27018.75,0.0
63,0.931640625,0.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,79025.5,19756.375,0.0
64,0.927734375,0.5,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,79025.5,19756.375,0.0
65,0.958984375,1.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,79025.5,19756.375,0.0
66,0.94140625,0.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,79025.5,26341.833333333332,0.0
67,0.9462890625,0.5,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,79025.5,26341.833333333332,0.0
68,0.9453125,1.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,79025.5,26341.833333333332,0.0
69,0.9443359375,0.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,79025.5,32927.291666666664,0.0
70,0.931640625,0.5,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,79025.5,32927.291666666664,0.0
71,0.923828125,1.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,79025.5,32927.291666666664,0.0
72,0.94140625,0.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,93206.0,23301.5,0.0
73,0.9287109375,0.5,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,93206.0,23301.5,0.0
74,0.9384765625,1.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,93206.0,23301.5,0.0
75,0.939453125,0.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,93206.0,31068.666666666668,0.0
76,0.951171875,0.5,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,93206.0,31068.666666666668,0.0
77,0.935546875,1.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,93206.0,31068.666666666668,0.0
78,0.94921875,0.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,93206.0,38835.833333333336,0.0
79,0.9443359375,0.5,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,93206.0,38835.833333333336,0.0
80,0.9365234375,1.0,0.0,0.94,0.0,0.06000000000000005,1.0,0.0,0.0,93206.0,38835.833333333336,0.0
81,0.958984375,0.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,64845.0,16211.25,0.0
82,0.9736328125,0.5,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,64845.0,16211.25,0.0
83,0.9697265625,1.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,64845.0,16211.25,0.0
84,0.96875,0.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,64845.0,21615.0,0.0
85,0.9677734375,0.5,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,64845.0,21615.0,0.0
86,0.9619140625,1.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,64845.0,21615.0,0.0
87,0.96875,0.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,64845.0,27018.75,0.0
88,0.9599609375,0.5,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,64845.0,27018.75,0.0
89,0.98046875,1.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,64845.0,27018.75,0.0
90,0.970703125,0.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,79025.5,19756.375,0.0
91,0.9716796875,0.5,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,79025.5,19756.375,0.0
92,0.97265625,1.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,79025.5,19756.375,0.0
93,0.978515625,0.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,79025.5,26341.833333333332,0.0
94,0.966796875,0.5,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,79025.5,26341.833333333332,0.0
95,0.962890625,1.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,79025.5,26341.833333333332,0.0
96,0.9755859375,0.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,79025.5,32927.291666666664,0.0
97,0.9765625,0.5,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,79025.5,32927.291666666664,0.0
98,0.96484375,1.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,79025.5,32927.291666666664,0.0
99,0.9638671875,0.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,93206.0,23301.5,0.0
100,0.96484375,0.5,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,93206.0,23301.5,0.0
101,0.97265625,1.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,93206.0,23301.5,0.0
102,0.9736328125,0.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,93206.0,31068.666666666668,0.0
103,0.970703125,0.5,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,93206.0,31068.666666666668,0.0
104,0.9638671875,1.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,93206.0,31068.666666666668,0.0
105,0.9814453125,0.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,93206.0,38835.833333333336,0.0
106,0.9716796875,0.5,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,93206.0,38835.833333333336,0.0
107,0.96875,1.0,0.0,0.97,0.06000000000000005,0.030000000000000027,0.94,0.0,0.0,93206.0,38835.833333333336,0.0
108,0.9716796875,0.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,64845.0,16211.25,0.0
109,0.970703125,0.5,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,64845.0,16211.25,0.0
110,0.96484375,1.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,64845.0,16211.25,0.0
111,0.9716796875,0.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,64845.0,21615.0,0.0
112,0.9716796875,0.5,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,64845.0,21615.0,0.0
113,0.9775390625,1.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,64845.0,21615.0,0.0
114,0.970703125,0.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,64845.0,27018.75,0.0
115,0.974609375,0.5,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,64845.0,27018.75,0.0
116,0.9619140625,1.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,64845.0,27018.75,0.0
117,0.9619140625,0.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,79025.5,19756.375,0.0
118,0.9697265625,0.5,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,79025.5,19756.375,0.0
119,0.9775390625,1.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,79025.5,19756.375,0.0
120,0.97265625,0.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,79025.5,26341.833333333332,0.0
121,0.9716796875,0.5,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,79025.5,26341.833333333332,0.0
122,0.966796875,1.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,79025.5,26341.833333333332,0.0
123,0.966796875,0.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,79025.5,32927.291666666664,0.0
124,0.9716796875,0.5,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,79025.5,32927.291666666664,0.0
125,0.9619140625,1.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,79025.5,32927.291666666664,0.0
126,0.9609375,0.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,93206.0,23301.5,0.0
127,0.9794921875,0.5,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,93206.0,23301.5,0.0
128,0.974609375,1.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,93206.0,23301.5,0.0
129,0.97265625,0.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,93206.0,31068.666666666668,0.0
130,0.9765625,0.5,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,93206.0,31068.666666666668,0.0
131,0.9775390625,1.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,93206.0,31068.666666666668,0.0
132,0.96484375,0.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,93206.0,38835.833333333336,0.0
133,0.9677734375,0.5,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,93206.0,38835.833333333336,0.0
134,0.96875,1.0,0.0,0.97,0.030000000000000027,0.030000000000000027,0.97,0.0,0.0,93206.0,38835.833333333336,0.0
135,0.9697265625,0.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,64845.0,16211.25,0.0
136,0.9599609375,0.5,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,64845.0,16211.25,0.0
137,0.9716796875,1.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,64845.0,16211.25,0.0
138,0.9794921875,0.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,64845.0,21615.0,0.0
139,0.970703125,0.5,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,64845.0,21615.0,0.0
140,0.9677734375,1.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,64845.0,21615.0,0.0
141,0.974609375,0.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,64845.0,27018.75,0.0
142,0.9716796875,0.5,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,64845.0,27018.75,0.0
143,0.9697265625,1.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,64845.0,27018.75,0.0
144,0.96484375,0.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,79025.5,19756.375,0.0
145,0.9736328125,0.5,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,79025.5,19756.375,0.0
146,0.96875,1.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,79025.5,19756.375,0.0
147,0.9697265625,0.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,79025.5,26341.833333333332,0.0
148,0.962890625,0.5,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,79025.5,26341.833333333332,0.0
149,0.96484375,1.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,79025.5,26341.833333333332,0.0
150,0.9697265625,0.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,79025.5,32927.291666666664,0.0
151,0.962890625,0.5,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,79025.5,32927.291666666664,0.0
152,0.9775390625,1.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,79025.5,32927.291666666664,0.0
153,0.9697265625,0.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,93206.0,23301.5,0.0
154,0.96875,0.5,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,93206.0,23301.5,0.0
155,0.9755859375,1.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,93206.0,23301.5,0.0
156,0.9697265625,0.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,93206.0,31068.666666666668,0.0
157,0.974609375,0.5,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,93206.0,31068.666666666668,0.0
158,0.966796875,1.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,93206.0,31068.666666666668,0.0
159,0.9765625,0.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,93206.0,38835.833333333336,0.0
160,0.974609375,0.5,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,93206.0,38835.833333333336,0.0
161,0.9814453125,1.0,0.0,0.97,0.0,0.030000000000000027,1.0,0.0,0.0,93206.0,38835.833333333336,0.0
162,1.0,0.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,64845.0,16211.25,0.0
163,1.0,0.5,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,64845.0,16211.25,0.0
164,1.0,1.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,64845.0,16211.25,0.0
165,1.0,0.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,64845.0,21615.0,0.0
166,1.0,0.5,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,64845.0,21615.0,0.0
167,1.0,1.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,64845.0,21615.0,0.0
168,1.0,0.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,64845.0,27018.75,0.0
169,1.0,0.5,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,64845.0,27018.75,0.0
170,1.0,1.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,64845.0,27018.75,0.0
171,1.0,0.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,79025.5,19756.375,0.0
172,1.0,0.5,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,79025.5,19756.375,0.0
173,1.0,1.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,79025.5,19756.375,0.0
174,1.0,0.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,79025.5,26341.833333333332,0.0
175,1.0,0.5,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,79025.5,26341.833333333332,0.0
176,1.0,1.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,79025.5,26341.833333333332,0.0
177,1.0,0.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,79025.5,32927.291666666664,0.0
178,1.0,0.5,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,79025.5,32927.291666666664,0.0
179,1.0,1.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,79025.5,32927.291666666664,0.0
180,1.0,0.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,93206.0,23301.5,0.0
181,1.0,0.5,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,93206.0,23301.5,0.0
182,1.0,1.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,93206.0,23301.5,0.0
183,1.0,0.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,93206.0,31068.666666666668,0.0
184,1.0,0.5,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,93206.0,31068.666666666668,0.0
185,1.0,1.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,93206.0,31068.666666666668,0.0
186,1.0,0.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,93206.0,38835.833333333336,0.0
187,1.0,0.5,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,93206.0,38835.833333333336,0.0
188,1.0,1.0,0.0,1.0,0.06000000000000005,0.0,0.94,0.0,0.0,93206.0,38835.833333333336,0.0
189,1.0,0.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,64845.0,16211.25,0.0
190,1.0,0.5,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,64845.0,16211.25,0.0
191,1.0,1.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,64845.0,16211.25,0.0
192,1.0,0.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,64845.0,21615.0,0.0
193,1.0,0.5,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,64845.0,21615.0,0.0
194,1.0,1.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,64845.0,21615.0,0.0
195,1.0,0.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,64845.0,27018.75,0.0
196,1.0,0.5,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,64845.0,27018.75,0.0
197,1.0,1.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,64845.0,27018.75,0.0
198,1.0,0.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,79025.5,19756.375,0.0
199,1.0,0.5,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,79025.5,19756.375,0.0
200,1.0,1.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,79025.5,19756.375,0.0
201,1.0,0.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,79025.5,26341.833333333332,0.0
202,1.0,0.5,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,79025.5,26341.833333333332,0.0
203,1.0,1.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,79025.5,26341.833333333332,0.0
204,1.0,0.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,79025.5,32927.291666666664,0.0
205,1.0,0.5,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,79025.5,32927.291666666664,0.0
206,1.0,1.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,79025.5,32927.291666666664,0.0
207,1.0,0.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,93206.0,23301.5,0.0
208,1.0,0.5,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,93206.0,23301.5,0.0
209,1.0,1.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,93206.0,23301.5,0.0
210,1.0,0.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,93206.0,31068.666666666668,0.0
211,1.0,0.5,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,93206.0,31068.666666666668,0.0
212,1.0,1.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,93206.0,31068.666666666668,0.0
213,1.0,0.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,93206.0,38835.833333333336,0.0
214,1.0,0.5,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,93206.0,38835.833333333336,0.0
215,1.0,1.0,0.0,1.0,0.030000000000000027,0.0,0.97,0.0,0.0,93206.0,38835.833333333336,0.0
216,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64845.0,16211.25,0.0
217,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64845.0,16211.25,0.0
218,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64845.0,16211.25,0.0
219,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64845.0,21615.0,0.0
220,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64845.0,21615.0,0.0
221,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64845.0,21615.0,0.0
222,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64845.0,27018.75,0.0
