,Unnamed: 0,E,depol_prob,lam,p0_0,p0_1,p1_0,p1_1,phi,t1,t2,theta,population
32,32,1.0,0.001,3.1415926535897927,1.0,0.0,0.0,1.0,0.0,inf,inf,3.1415926535897927,0
33,33,1.0,0.0,6.283185307179585,1.0,0.0,0.0,1.0,0.0,inf,inf,3.1415926535897927,0
34,34,1.0,0.0005,6.283185307179585,1.0,0.0,0.0,1.0,0.0,inf,inf,3.1415926535897927,0
35,35,0.9990234375,0.001,6.283185307179585,1.0,0.0,0.0,1.0,0.0,inf,inf,3.1415926535897927,0
36,36,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,3.1415926535897927,0
37,37,1.0,0.0005,0.0,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,3.1415926535897927,0
38,38,0.9970703125,0.001,0.0,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,3.1415926535897927,0
39,39,1.0,0.0,3.1415926535897927,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,3.1415926535897927,0
40,40,1.0,0.0005,3.1415926535897927,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,3.1415926535897927,0
41,41,1.0,0.001,3.1415926535897927,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,3.1415926535897927,0
42,42,1.0,0.0,6.283185307179585,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,3.1415926535897927,0
43,43,0.9990234375,0.0005,6.283185307179585,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,3.1415926535897927,0
44,44,1.0,0.001,6.283185307179585,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,3.1415926535897927,0
45,45,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,3.1415926535897927,0
46,46,1.0,0.0005,0.0,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,3.1415926535897927,0
47,47,0.9970703125,0.001,0.0,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,3.1415926535897927,0
48,48,1.0,0.0,3.1415926535897927,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,3.1415926535897927,0
49,49,1.0,0.0005,3.1415926535897927,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,3.1415926535897927,0
50,50,1.0,0.001,3.1415926535897927,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,3.1415926535897927,0
51,51,1.0,0.0,6.283185307179585,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,3.1415926535897927,0
52,52,1.0,0.0005,6.283185307179585,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,3.1415926535897927,0
53,53,0.9990234375,0.001,6.283185307179585,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,3.1415926535897927,0
54,54,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,inf,inf,6.283185307179585,0
55,55,0.0,0.0005,0.0,1.0,0.0,0.0,1.0,0.0,inf,inf,6.283185307179585,0
56,56,0.0,0.001,0.0,1.0,0.0,0.0,1.0,0.0,inf,inf,6.283185307179585,0
57,57,0.0,0.0,3.1415926535897927,1.0,0.0,0.0,1.0,0.0,inf,inf,6.283185307179585,0
58,58,0.0,0.0005,3.1415926535897927,1.0,0.0,0.0,1.0,0.0,inf,inf,6.283185307179585,0
59,59,0.0,0.001,3.1415926535897927,1.0,0.0,0.0,1.0,0.0,inf,inf,6.283185307179585,0
60,60,0.0,0.0,6.283185307179585,1.0,0.0,0.0,1.0,0.0,inf,inf,6.283185307179585,0
61,61,0.0,0.0005,6.283185307179585,1.0,0.0,0.0,1.0,0.0,inf,inf,6.283185307179585,0
62,62,0.0,0.001,6.283185307179585,1.0,0.0,0.0,1.0,0.0,inf,inf,6.283185307179585,0
63,63,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,6.283185307179585,0
64,64,0.0,0.0005,0.0,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,6.283185307179585,0
65,65,0.0,0.001,0.0,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,6.283185307179585,0
66,66,0.0,0.0,3.1415926535897927,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,6.283185307179585,0
67,67,0.0,0.0005,3.1415926535897927,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,6.283185307179585,0
68,68,0.0,0.001,3.1415926535897927,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,6.283185307179585,0
69,69,0.0,0.0,6.283185307179585,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,6.283185307179585,0
70,70,0.0,0.0005,6.283185307179585,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,6.283185307179585,0
71,71,0.0,0.001,6.283185307179585,1.0,0.0,0.0,1.0,3.1415926535897927,inf,inf,6.283185307179585,0
72,72,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,6.283185307179585,0
73,73,0.0,0.0005,0.0,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,6.283185307179585,0
74,74,0.0,0.001,0.0,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,6.283185307179585,0
75,75,0.0,0.0,3.1415926535897927,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,6.283185307179585,0
76,76,0.0,0.0005,3.1415926535897927,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,6.283185307179585,0
77,77,0.0,0.001,3.1415926535897927,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,6.283185307179585,0
78,78,0.0,0.0,6.283185307179585,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,6.283185307179585,0
79,79,0.0,0.0005,6.283185307179585,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,6.283185307179585,0
80,80,0.0,0.001,6.283185307179585,1.0,0.0,0.0,1.0,6.283185307179585,inf,inf,6.283185307179585,0
