,rx_theta,E,p
0,0.0,1.0,0.0
1,0.0,1.0,0.1111111111111111
2,0.0,1.0,0.2222222222222222
3,0.0,1.0,0.3333333333333333
4,0.0,1.0,0.4444444444444444
5,0.0,1.0,0.5555555555555556
6,0.0,1.0,0.6666666666666666
7,0.0,1.0,0.7777777777777777
8,0.0,1.0,0.8888888888888888
9,0.0,1.0,1.0
10,0.3490658503988659,0.96484375,0.0
11,0.3490658503988659,0.927734375,0.1111111111111111
12,0.3490658503988659,0.859375,0.2222222222222222
13,0.3490658503988659,0.806640625,0.3333333333333333
14,0.3490658503988659,0.7724609375,0.4444444444444444
15,0.3490658503988659,0.7138671875,0.5555555555555556
16,0.3490658503988659,0.6376953125,0.6666666666666666
17,0.3490658503988659,0.61328125,0.7777777777777777
18,0.3490658503988659,0.541015625,0.8888888888888888
19,0.3490658503988659,0.490234375,1.0
20,0.6981317007977318,0.8916015625,0.0
21,0.6981317007977318,0.8369140625,0.1111111111111111
22,0.6981317007977318,0.7841796875,0.2222222222222222
23,0.6981317007977318,0.7802734375,0.3333333333333333
24,0.6981317007977318,0.71484375,0.4444444444444444
25,0.6981317007977318,0.658203125,0.5555555555555556
26,0.6981317007977318,0.6357421875,0.6666666666666666
27,0.6981317007977318,0.6064453125,0.7777777777777777
28,0.6981317007977318,0.5458984375,0.8888888888888888
29,0.6981317007977318,0.4912109375,1.0
30,1.0471975511965976,0.759765625,0.0
31,1.0471975511965976,0.712890625,0.1111111111111111
32,1.0471975511965976,0.7158203125,0.2222222222222222
33,1.0471975511965976,0.6943359375,0.3333333333333333
34,1.0471975511965976,0.6376953125,0.4444444444444444
35,1.0471975511965976,0.6240234375,0.5555555555555556
36,1.0471975511965976,0.578125,0.6666666666666666
37,1.0471975511965976,0.5498046875,0.7777777777777777
38,1.0471975511965976,0.5498046875,0.8888888888888888
39,1.0471975511965976,0.484375,1.0
40,1.3962634015954636,0.599609375,0.0
41,1.3962634015954636,0.5830078125,0.1111111111111111
42,1.3962634015954636,0.5634765625,0.2222222222222222
43,1.3962634015954636,0.5546875,0.3333333333333333
44,1.3962634015954636,0.54296875,0.4444444444444444
45,1.3962634015954636,0.515625,0.5555555555555556
46,1.3962634015954636,0.5400390625,0.6666666666666666
47,1.3962634015954636,0.5234375,0.7777777777777777
48,1.3962634015954636,0.53515625,0.8888888888888888
49,1.3962634015954636,0.490234375,1.0
50,1.7453292519943295,0.421875,0.0
51,1.7453292519943295,0.412109375,0.1111111111111111
52,1.7453292519943295,0.447265625,0.2222222222222222
53,1.7453292519943295,0.4228515625,0.3333333333333333
54,1.7453292519943295,0.451171875,0.4444444444444444
55,1.7453292519943295,0.455078125,0.5555555555555556
56,1.7453292519943295,0.46484375,0.6666666666666666
57,1.7453292519943295,0.4912109375,0.7777777777777777
58,1.7453292519943295,0.4873046875,0.8888888888888888
59,1.7453292519943295,0.533203125,1.0
60,2.0943951023931953,0.2646484375,0.0
61,2.0943951023931953,0.3017578125,0.1111111111111111
62,2.0943951023931953,0.3271484375,0.2222222222222222
63,2.0943951023931953,0.3369140625,0.3333333333333333
64,2.0943951023931953,0.3359375,0.4444444444444444
65,2.0943951023931953,0.3955078125,0.5555555555555556
66,2.0943951023931953,0.3818359375,0.6666666666666666
67,2.0943951023931953,0.431640625,0.7777777777777777
68,2.0943951023931953,0.4443359375,0.8888888888888888
69,2.0943951023931953,0.490234375,1.0
70,2.443460952792061,0.1259765625,0.0
71,2.443460952792061,0.1611328125,0.1111111111111111
72,2.443460952792061,0.201171875,0.2222222222222222
73,2.443460952792061,0.212890625,0.3333333333333333
74,2.443460952792061,0.2744140625,0.4444444444444444
75,2.443460952792061,0.3447265625,0.5555555555555556
76,2.443460952792061,0.37890625,0.6666666666666666
77,2.443460952792061,0.41796875,0.7777777777777777
78,2.443460952792061,0.44921875,0.8888888888888888
79,2.443460952792061,0.50390625,1.0
80,2.792526803190927,0.03125,0.0
81,2.792526803190927,0.0771484375,0.1111111111111111
82,2.792526803190927,0.154296875,0.2222222222222222
83,2.792526803190927,0.193359375,0.3333333333333333
84,2.792526803190927,0.2216796875,0.4444444444444444
85,2.792526803190927,0.28515625,0.5555555555555556
86,2.792526803190927,0.359375,0.6666666666666666
87,2.792526803190927,0.3779296875,0.7777777777777777
88,2.792526803190927,0.4423828125,0.8888888888888888
89,2.792526803190927,0.4833984375,1.0
90,3.141592653589793,0.0,0.0
91,3.141592653589793,0.0556640625,0.1111111111111111
92,3.141592653589793,0.09765625,0.2222222222222222
93,3.141592653589793,0.1572265625,0.3333333333333333
94,3.141592653589793,0.232421875,0.4444444444444444
95,3.141592653589793,0.2734375,0.5555555555555556
96,3.141592653589793,0.3173828125,0.6666666666666666
97,3.141592653589793,0.404296875,0.7777777777777777
98,3.141592653589793,0.4404296875,0.8888888888888888
99,3.141592653589793,0.494140625,1.0
