,theta,phi,lam,E,p
0,0.0,0.0,0.0,1.0,0.0
1,0.0,0.0,0.0,1.0,0.1
2,0.0,0.0,0.0,1.0,0.2
3,0.0,0.0,0.0,1.0,0.30000000000000004
4,0.0,0.0,0.0,1.0,0.4
5,0.0,0.0,0.0,1.0,0.5
6,0.0,0.0,0.0,1.0,0.6000000000000001
7,0.0,0.0,0.0,1.0,0.7000000000000001
8,0.0,0.0,0.0,1.0,0.8
9,0.0,0.0,0.0,1.0,0.9
10,0.0,0.0,0.0,1.0,1.0
11,0.0,0.0,0.3141592653589793,1.0,0.0
12,0.0,0.0,0.3141592653589793,0.939453125,0.1
13,0.0,0.0,0.3141592653589793,0.888671875,0.2
14,0.0,0.0,0.3141592653589793,0.8486328125,0.30000000000000004
15,0.0,0.0,0.3141592653589793,0.8115234375,0.4
16,0.0,0.0,0.3141592653589793,0.76953125,0.5
17,0.0,0.0,0.3141592653589793,0.6708984375,0.6000000000000001
18,0.0,0.0,0.3141592653589793,0.6513671875,0.7000000000000001
19,0.0,0.0,0.3141592653589793,0.6025390625,0.8
20,0.0,0.0,0.3141592653589793,0.546875,0.9
21,0.0,0.0,0.3141592653589793,0.515625,1.0
22,0.0,0.0,0.6283185307179586,1.0,0.0
23,0.0,0.0,0.6283185307179586,0.947265625,0.1
24,0.0,0.0,0.6283185307179586,0.9013671875,0.2
25,0.0,0.0,0.6283185307179586,0.8662109375,0.30000000000000004
26,0.0,0.0,0.6283185307179586,0.7783203125,0.4
27,0.0,0.0,0.6283185307179586,0.736328125,0.5
28,0.0,0.0,0.6283185307179586,0.7021484375,0.6000000000000001
29,0.0,0.0,0.6283185307179586,0.6455078125,0.7000000000000001
30,0.0,0.0,0.6283185307179586,0.5986328125,0.8
31,0.0,0.0,0.6283185307179586,0.5517578125,0.9
32,0.0,0.0,0.6283185307179586,0.4853515625,1.0
33,0.0,0.0,0.9424777960769379,1.0,0.0
34,0.0,0.0,0.9424777960769379,0.951171875,0.1
35,0.0,0.0,0.9424777960769379,0.9052734375,0.2
36,0.0,0.0,0.9424777960769379,0.8408203125,0.30000000000000004
37,0.0,0.0,0.9424777960769379,0.80078125,0.4
38,0.0,0.0,0.9424777960769379,0.732421875,0.5
39,0.0,0.0,0.9424777960769379,0.7236328125,0.6000000000000001
40,0.0,0.0,0.9424777960769379,0.6796875,0.7000000000000001
41,0.0,0.0,0.9424777960769379,0.595703125,0.8
42,0.0,0.0,0.9424777960769379,0.548828125,0.9
43,0.0,0.0,0.9424777960769379,0.4951171875,1.0
44,0.0,0.0,1.2566370614359172,1.0,0.0
45,0.0,0.0,1.2566370614359172,0.9482421875,0.1
46,0.0,0.0,1.2566370614359172,0.884765625,0.2
47,0.0,0.0,1.2566370614359172,0.8603515625,0.30000000000000004
48,0.0,0.0,1.2566370614359172,0.7998046875,0.4
49,0.0,0.0,1.2566370614359172,0.7421875,0.5
50,0.0,0.0,1.2566370614359172,0.6953125,0.6000000000000001
51,0.0,0.0,1.2566370614359172,0.609375,0.7000000000000001
52,0.0,0.0,1.2566370614359172,0.6083984375,0.8
53,0.0,0.0,1.2566370614359172,0.5390625,0.9
54,0.0,0.0,1.2566370614359172,0.4912109375,1.0
55,0.0,0.0,1.5707963267948966,1.0,0.0
56,0.0,0.0,1.5707963267948966,0.9365234375,0.1
57,0.0,0.0,1.5707963267948966,0.9033203125,0.2
58,0.0,0.0,1.5707963267948966,0.841796875,0.30000000000000004
59,0.0,0.0,1.5707963267948966,0.80078125,0.4
60,0.0,0.0,1.5707963267948966,0.755859375,0.5
61,0.0,0.0,1.5707963267948966,0.6767578125,0.6000000000000001
62,0.0,0.0,1.5707963267948966,0.65234375,0.7000000000000001
63,0.0,0.0,1.5707963267948966,0.59375,0.8
64,0.0,0.0,1.5707963267948966,0.548828125,0.9
65,0.0,0.0,1.5707963267948966,0.4990234375,1.0
66,0.0,0.0,1.8849555921538759,1.0,0.0
67,0.0,0.0,1.8849555921538759,0.958984375,0.1
68,0.0,0.0,1.8849555921538759,0.8818359375,0.2
69,0.0,0.0,1.8849555921538759,0.853515625,0.30000000000000004
70,0.0,0.0,1.8849555921538759,0.7978515625,0.4
71,0.0,0.0,1.8849555921538759,0.7314453125,0.5
72,0.0,0.0,1.8849555921538759,0.681640625,0.6000000000000001
73,0.0,0.0,1.8849555921538759,0.6474609375,0.7000000000000001
74,0.0,0.0,1.8849555921538759,0.5986328125,0.8
75,0.0,0.0,1.8849555921538759,0.564453125,0.9
76,0.0,0.0,1.8849555921538759,0.5322265625,1.0
77,0.0,0.0,2.199114857512855,1.0,0.0
78,0.0,0.0,2.199114857512855,0.951171875,0.1
79,0.0,0.0,2.199114857512855,0.8994140625,0.2
80,0.0,0.0,2.199114857512855,0.8466796875,0.30000000000000004
81,0.0,0.0,2.199114857512855,0.802734375,0.4
82,0.0,0.0,2.199114857512855,0.75,0.5
83,0.0,0.0,2.199114857512855,0.71484375,0.6000000000000001
84,0.0,0.0,2.199114857512855,0.6552734375,0.7000000000000001
85,0.0,0.0,2.199114857512855,0.599609375,0.8
86,0.0,0.0,2.199114857512855,0.5302734375,0.9
87,0.0,0.0,2.199114857512855,0.494140625,1.0
88,0.0,0.0,2.5132741228718345,1.0,0.0
89,0.0,0.0,2.5132741228718345,0.9599609375,0.1
90,0.0,0.0,2.5132741228718345,0.9052734375,0.2
