,rx_theta,E,p
0,0.0,1.0,0.0
1,0.0,1.0,0.1111111111111111
2,0.0,1.0,0.2222222222222222
3,0.0,1.0,0.3333333333333333
4,0.0,1.0,0.4444444444444444
5,0.0,1.0,0.5555555555555556
6,0.0,1.0,0.6666666666666666
7,0.0,1.0,0.7777777777777777
8,0.0,1.0,0.8888888888888888
9,0.0,1.0,1.0
10,0.3490658503988659,0.9677734375,0.0
11,0.3490658503988659,0.92578125,0.1111111111111111
12,0.3490658503988659,0.8408203125,0.2222222222222222
13,0.3490658503988659,0.814453125,0.3333333333333333
14,0.3490658503988659,0.7353515625,0.4444444444444444
15,0.3490658503988659,0.712890625,0.5555555555555556
16,0.3490658503988659,0.6591796875,0.6666666666666666
17,0.3490658503988659,0.607421875,0.7777777777777777
18,0.3490658503988659,0.56640625,0.8888888888888888
19,0.3490658503988659,0.498046875,1.0
20,0.6981317007977318,0.87890625,0.0
21,0.6981317007977318,0.857421875,0.1111111111111111
22,0.6981317007977318,0.8115234375,0.2222222222222222
23,0.6981317007977318,0.7412109375,0.3333333333333333
24,0.6981317007977318,0.7255859375,0.4444444444444444
25,0.6981317007977318,0.6572265625,0.5555555555555556
26,0.6981317007977318,0.6162109375,0.6666666666666666
27,0.6981317007977318,0.59765625,0.7777777777777777
28,0.6981317007977318,0.564453125,0.8888888888888888
29,0.6981317007977318,0.5087890625,1.0
30,1.0471975511965976,0.7412109375,0.0
31,1.0471975511965976,0.6943359375,0.1111111111111111
32,1.0471975511965976,0.71875,0.2222222222222222
33,1.0471975511965976,0.6640625,0.3333333333333333
34,1.0471975511965976,0.6484375,0.4444444444444444
35,1.0471975511965976,0.603515625,0.5555555555555556
36,1.0471975511965976,0.5732421875,0.6666666666666666
37,1.0471975511965976,0.5498046875,0.7777777777777777
38,1.0471975511965976,0.533203125,0.8888888888888888
39,1.0471975511965976,0.4990234375,1.0
40,1.3962634015954636,0.5830078125,0.0
41,1.3962634015954636,0.5771484375,0.1111111111111111
42,1.3962634015954636,0.5517578125,0.2222222222222222
43,1.3962634015954636,0.5537109375,0.3333333333333333
44,1.3962634015954636,0.5517578125,0.4444444444444444
45,1.3962634015954636,0.552734375,0.5555555555555556
46,1.3962634015954636,0.5390625,0.6666666666666666
47,1.3962634015954636,0.4833984375,0.7777777777777777
48,1.3962634015954636,0.5,0.8888888888888888
49,1.3962634015954636,0.5146484375,1.0
50,1.7453292519943295,0.4423828125,0.0
51,1.7453292519943295,0.396484375,0.1111111111111111
52,1.7453292519943295,0.435546875,0.2222222222222222
53,1.7453292519943295,0.458984375,0.3333333333333333
54,1.7453292519943295,0.44140625,0.4444444444444444
55,1.7453292519943295,0.4501953125,0.5555555555555556
56,1.7453292519943295,0.4716796875,0.6666666666666666
57,1.7453292519943295,0.4853515625,0.7777777777777777
58,1.7453292519943295,0.474609375,0.8888888888888888
59,1.7453292519943295,0.4853515625,1.0
60,2.0943951023931953,0.23828125,0.0
61,2.0943951023931953,0.310546875,0.1111111111111111
62,2.0943951023931953,0.3134765625,0.2222222222222222
63,2.0943951023931953,0.3203125,0.3333333333333333
64,2.0943951023931953,0.359375,0.4444444444444444
65,2.0943951023931953,0.388671875,0.5555555555555556
66,2.0943951023931953,0.3955078125,0.6666666666666666
67,2.0943951023931953,0.4384765625,0.7777777777777777
68,2.0943951023931953,0.46875,0.8888888888888888
69,2.0943951023931953,0.5048828125,1.0
70,2.443460952792061,0.1201171875,0.0
71,2.443460952792061,0.1689453125,0.1111111111111111
72,2.443460952792061,0.205078125,0.2222222222222222
73,2.443460952792061,0.267578125,0.3333333333333333
74,2.443460952792061,0.2919921875,0.4444444444444444
75,2.443460952792061,0.3251953125,0.5555555555555556
76,2.443460952792061,0.37109375,0.6666666666666666
77,2.443460952792061,0.42578125,0.7777777777777777
78,2.443460952792061,0.474609375,0.8888888888888888
79,2.443460952792061,0.4990234375,1.0
80,2.792526803190927,0.0244140625,0.0
81,2.792526803190927,0.083984375,0.1111111111111111
82,2.792526803190927,0.1337890625,0.2222222222222222
83,2.792526803190927,0.1806640625,0.3333333333333333
84,2.792526803190927,0.2177734375,0.4444444444444444
85,2.792526803190927,0.294921875,0.5555555555555556
86,2.792526803190927,0.341796875,0.6666666666666666
87,2.792526803190927,0.3759765625,0.7777777777777777
88,2.792526803190927,0.4501953125,0.8888888888888888
89,2.792526803190927,0.5,1.0
90,3.141592653589793,0.0,0.0
91,3.141592653589793,0.068359375,0.1111111111111111
92,3.141592653589793,0.119140625,0.2222222222222222
93,3.141592653589793,0.1708984375,0.3333333333333333
94,3.141592653589793,0.2431640625,0.4444444444444444
95,3.141592653589793,0.2890625,0.5555555555555556
96,3.141592653589793,0.3408203125,0.6666666666666666
97,3.141592653589793,0.400390625,0.7777777777777777
98,3.141592653589793,0.4482421875,0.8888888888888888
99,3.141592653589793,0.4990234375,1.0
